data	target
holly corp lt hoc nd qtr jan loss shr loss ct vs profit ct net loss vs profit revs mln vs mln avg shrs vs st half oper shr four ct vs ct oper net vs rev mln vs mln avg shrs vs note current half net exclude dlr loss discontinued oil natural gas operation share adjust three one stock split recapitalization december prior year net period include pretax charge dlrs recapitalization cost	earn
hollinger lt hlg complete unimedia takeover hollinger inc say complete previously report acquisition privately hold unimedia inc owner three french language daily newspaper four printing plant ontario quebec company pct daily telegraph plc say name former carling keefe ltd chief executive pierre des marais chief executive la societe medium quebec unit acquire unimedia say appointment effective july	acq
argentina unaffected brazil maize decision government official say decision brazil import maize forecast record harvest affect argentina export hear nothing brazil decide import maize problem one main customer agriculture livestock fishery secretary miguel braceras say private source also say argentina export affect brazil decision agriculture minister iris resende announce yesterday sao paulo brazil ask argentine maize say also say small crop adverse weather summer argentina reduce production bracera say last year brazil buy tonne argentine maize year import argentina soviet union argentina main customer japan also become big importer country maize say	grain
bastian technology say five pct cosmo communication may seek control bastian technology say five pct cosmo communication may seek control	acq
monsanto buy rhone poulenc polyphenyl business monsanto chemical company unit monsanto co lt mtc acquire polyphenyls business rhone poulenc chimie unit rhone poulenc lt rhon pa monsanto say statement issue european headquarters statement disclose financial detail gustaaf francx general manager monsanto chemical co europe africa say acquisition help monsanto expand customer base polyphenyls use component high temperature heat transfer fluid	acq
rafidain bank jordan branch raise capital jordan branch iraq rafidain bank say will raise pay capital comply country minimum requirement five mln dinar draw profit operation country jordan government ask bank early comply new capital requirement raise three mln dinar start rafidain area manager adnan abdul karim al azzawi tell reuters branch now register capital high level say long take pay bank balance show pay capital mln dinar bank jordan generally comply high capital requirement except chase manhattan decide instead close operation banking source say local bank float share raise extra capital branch foreign bank bring additional cash banking source say appear jordan make exception rafidain case allow long comply say gesture refelcte close political tie jordan iraq well baghdad financial difficulty jordan branch see pre tax profit rise pct dinar asset mln dinar	earn
rochester gas electric corp lt rgs payout qtly div ct vs ct prior pay april record march	earn
world bank likely urge change jakarta world bank president barber conable expect press indonesia third world sixth large debtor maintain momentum economic policy change tackle slump oil revenue western diplomat say conable fly indonesia yesterday tokyo will meet president suharto senior economic minister say arrival economy south east asia large nation manage well slump world oil price call major policy adjustment today world bank chief will visit bank fund project eastern section java indonesia populous island will see suharto tuesday day detailed discussion minister tomorrow indonesia asian member opec severely hit last year crash oil price cut oil gas revenue half japan state export import bank last month agree provide around mln dlrs untied credit help indonesia pay share world bank development project indonesia country mln people respond oil slump cut spending devalue currency pct try boost export use foreign loan bridge deficit diplomat say conable expect press suharto lead economic minister maintain pace policy change particularly dismantle indonesia high cost protect economy oil price debt crisis world recession call major policy adjustment external support conable say arrival statement indonesia face parliamentary election next month likely avoid anything imply bank demand specific change believe wise leadership economy well manage conable tell reporter jakarta airport indonesia official private overseas debt total billion dlrs accord bank make third world sixth big debtor receive billion dlrs world bank since conable spell far change like see last month bank endorse economic change already introduce indonesia imply want give mln dlr loan balance payment support bank say will monitor progress implementation government trade reform measure support determination promote efficiency long term growth indonesia introduce series measure since last may boost non oil export liberalise trade encourage outside investment suharto also order government committee look indonesia state run company sell report last month u.s . embassy say government appear divide far take reform western analyst say particular government unsure far go dismantle indonesia high cost monopoly control core area economy central bank governor arifin siregar say week indonesia face limited economic choice spend way trouble increase balance payment deficit domestic inflation say main objective raise export outside oil natural gas sector indonesia current account deficit project government fall billion dlrs come financial year start april estimate billion	crude
lancer corp lt lacr th qtr net shr ct vs ct net vs rev vs avg shrs vs year shr ct vs dlrs net vs rev mln vs mln avg shrs vs note quarter net include dlr charge repal investment tax credit	earn
egypt cancels wheat tender egypt cancel april tender tonne origin wheat april shipment trade egyptian official source say trade source say cancellation follow offer egyptian company islamic corp dlrs tonne cost freight undercutting trader offer dlrs tonne egyptian trade official paris confirm cancellation tender follow islamic corp offer say government refuse legal reason official deny trade report government might substitute private deal islamic corp original tender	grain
first boston inc lt fbc rd qtr net shr primary dlrs vs ct shr fully diluted dlrs vs ct net mln vs mln revs mln vs mln nine mth shr primary dlrs vs dlrs shr fully dilute dlrs vs dlrs net mln vs mln revs billion vs mln	earn
ferruzzi deal cpc worth mln dlrs ferruzzi group hold company agricola finanziara spa will pay mln dlrs european corn wet mill business cpc international inc agreement reach principle two company statement ferruzzi release brussels office say cpc announce agreement yesterday new york say price excess mln dlrs ferruzzi say deal subject agreement several clause contract need government authorisation say deal involve starch factory employ people eight european community country plus facility commercial operation ec state factory capacity produce equivalent mln tonne starch starch product year one third ec production mln tonne cereal ferruzzi say acquisition asset extend presence european agro industrial industry geographically term product say already principal ec producer sugar soya oil cake major cereal trader note ec output isoglucose subject maximum quota cpc currently hold pct share say foresee increase industrial use starch future notably production ethanol fuel raul gardini president ferruzzi group say present management cpc mill business will ask remain post	acq
cleveland cliffs inc lt clf rd qtr net shr loss nine ct vs loss dlrs net profit vs loss mln revs mln vs mln nine mth shr loss dlrs vs loss ct net loss mln vs loss mln revs mln vs mln note qtr include loss mln dlrs non recur tax charge due almost entirely company recent buyout tilden mine debt obligation nine mth include loss mln dlrs pre tax charge reduce carrying value company land drill rig nine mth include pre tax gain mln dlrs sale uranium reserve nine mth include pre tax gain mln dlrs sale iron ore interest western australia	earn
iraqi troop report push back iranians iraq say today troop push iranian force position initially occupy launch new offensive near southern port basra early yesterday high command communique say iraqi troop win significant victory continue advance iraq say foil three pronged thrust km six mile basra admit iranians occupy ground hold mohammed al qassem unit one three division attack communique say iranian revolutionary guard assault warplane helicopter gunship heavy artillery tank force continue advance purge last foothold occupy iranians say iran say troop kill wound iraqis stabilise new position baghdad communique say iraqi plane also destroy oil installation iran southwestern ahvaz field raid today deny iranian report iraqi jet shoot iraq also report naval battle northern tip gulf iraqi naval unit force defend offshore terminal sink six iranian iranian boat attempt attack offshore terminal communique say	crude
value line inc lt valu rd qtr jan shr ct vs ct net vs rev mln vs mln nine month shr dlrs vs ct net mln seven mln revs mln vs mln note period include pretax investment income mln dlrs capital gain distribution mutual fund investment	earn
corroon black lt cbl complete acquisition corroon black corp say complete acuqisition lt contractor planning group inc exchange share contractor headquarter garden city n.y . branch office philadelphia boston cheshire conn	acq
usda say wheat purchase foreign seller u.s . agriculture department say private u.s . exporter report purchase foreign seller tonne wheat delivery unknown destination wheat consist tonne hard red winter tone soft red winter delivery season begin june purchase foreign seller transaction u.s . exporter contract buy u.s . produce commodity foreign firm department say	grain
rorer group inc lt ror st qtr net oper shr profit ct vs loss ct oper net profit vs loss mln revs mln vs mln note year ago oper exlude gain sale business mln year ago oper include charge mln result allocation purchase price revlon business inventory mln restructuring cost	earn
rjr nabisco lt rjr offset gain charge rjr nabisco inc say first quarter result will include tax gain mln dlrs sale heublein inc offset charge company say operation perform well line expectation rjr nabisco say charge reflect reserve establish cover certain expense rjr nabisco say expense cover tax basis include mln dlrs write redundant equipment facility result modernization u.s . tobacco operation mln dlrs continue restruction food subsidiary mln dlrs connection early retirement high coupon debt	earn
leader lt ldco buy petrosurance stake leader development corp say purchase share convertible preferred stock lt petrosurance inc dlrs cash real estate petrosurance specialize property casualty insurance oil industry leader say stock convertible petrosurance common leader say already pct petrorusrance conversion give pct company say petrosurance will use sale proceed support growth improve structure reinsurance treaty retain large part premium write	acq
american stores co th qtr shr dlrs vs dlrs american store co th qtr shr dlrs vs dlrs	earn
steego corp lt stg rd qtr jan loss oper shr loss ct vs loss ct oper net loss vs loss sale mln vs mln nine mth oper shr loss nine ct vs loss two ct oper net loss vs loss sale mln vs mln note current nine mth net include dlr pretax gain sale property prior year net period include pretax gain dlrs pension plan termination current quarter net include dlr tax credit prior year net include loss discontinue operation dlrs quarter dlrs nine mth result restate discontinued operation	earn
willamette industry lt wmtt th qtr net shr ct vs ct net mln vs sale mln vs mln note per share figure reflect april five three stock split full year figure available	earn
lt bralorne resources ltd year loss shr loss dlrs vs loss ct net loss mln vs loss revs mln vs mln note include charge mln dlrs due writedown oil gas interest writeoff goodwill patent provision disposal surplus inventory loss disposition operating unit writedown asset hold disposal	earn
rocky mount lt rmuc expect profit first qtr hal weiss chairman president chief executive officer rocky mount undergarment co inc say expect company show profit first quarter fiscal weiss say sale strong follow net loss dlrs ct share fourth quarter fiscal company report net loss year dlrs ct share rocky mount record net income dlrs eight ct per share first quarter fiscal weiss attribute poor year problem involve management manufacture operation financial condition credibility among supplier weiss predict pattern quarterly lossse characterize will reverse will see company return profitability	earn
michigan general lt mgl sell krestmark unit michigan general corp say agree sell asset certain liability krestmark subsidiary lcb holdings inc mln dlrs cash sale texas base krestmark maker door door frame product will allow michigan general concentrate retailing diamond lumber savannah wholesale unit proceed sale will use reduce debt deal subject execution definitive agreement krestmark revenue mln dlrs operating loss three mln dlrs company say account discontinued operation since last september dallas base lcb privately hold maker structural steel joist rack storage handling system michigan general also say diamond lumber homebuilding product retail unit close nine unprofitable store first quarter reduce headquarters staff pct nine close store pretax operating loss mln dlrs sell provide cash operation mln dlrs inventory store transfer location company say	acq
gaf corp offer dlrs share cash borg warner gaf corp offer dlrs share cash borg warner	acq
brenda mine sell kerr addison share lt brenda mines ltd say sell lt kerr addison mines ltd share group underwriter lead wood gundy inc brown baldwin nisker ltd redistribution financial term undisclosed	acq
chubb corp lt cb set qtrly payout qtrly ct vs ct prior pay april record march	earn
gte corp lt gte st qtr mar shr ct vs ct net mln vs mln revs billion vs billion avg shrs mln vs mln	earn
westport bancorp lt webat rd qtr net shr ct vs ct net vs nine mth shr ct vs dlrs net vs note company provide asset deposit loan figure	earn
canterbury press inc year nov shr ct vs ct net vs rev vs note net include dlrs gain tax credit include gain dlrs gain credit	earn
alex brown lt absb set split offer share alex brown inc say declare three two stock split payable may record may company also say file offer common share include sell shareholder company proceed use work capital general corporate purpose alex brown sons inc subsidiary lead underwriter offering expect make record date split company say	earn
danzar investment lt dnzr set special dividend danzar investment group inc say receive mln share lt commonwealth capital ltd settlement debt will distribute share stockholder dividend danzar say dividend will also include commonwealth share already hold dividend share per danzar share hold will pay shareholder record april company say	earn
wall street stock american express lt axp american express co stock fall sharply reflect part investor disappointment company make announcement plan brokerage unit shearson lehman brothers trader say company say study option shearson unit trader say many investor anticipate announcement weekend spin shearson lehman also say flurry arbitrage relate sell program pound general market today accelerate selloff american express component dow industrial average american express fall part program part anticipation announcement spinoff something shearson weekend announcement never happen one trader say last minute trading friday another trader say stock jump close largely anticipation company make weekend announcement	acq
suburban bancorp lt subba merger approve suburban bancorp inc say receive approval federal reserve board acquire lt valley national bank aurora undisclosed price suburban say receive shareholder tender pct valley national stock	acq
canada oil industry set recovery analyst firm crude oil price government aid package corporate spending cut will help canada oil industry recover last year sharp downturn industry analyst say say will significant earning gain compare last year dismal result oil price drop pct canada stock exchange energy share soar high level since many issue trade record high reflect tremendous amount optimism part investment community outlook industry future extremely attractive peter co ltd oil analyst wilf gobert say financial statement canada major oil company culminate dome petroleum ltd billion canadian dlr loss report week paint bleak picture last year result analyst say financial statement snap shot recording history stock market indication future gobert comment toronto stock exchange oil gas index company far trading today end among canada large oil company class share imperial oil ltd lt imo pct exxon corp lt xon trade week low shell canada ltd pct royal dutch shell group low last year texaco canada inc lt txc pct texaco inc lt tx low levesque beaubien inc oil analyst robert plexman forecast operate profit canada large oil gas company will rise pct billion dlrs operate cash flow will increase pct billion dlrs base average oil price year u.s . dlrs barrel however price hold u.s . dlrs barrel net operate income show pct increase cash flow pct high analyst plexman say although difficult forecast extent profit improvement year gain significant add improvement follow sharp downturn operate income ten company drop pct billion dlrs operate cash flow fall pct billion dlrs one industry source doesn think oil price will hold recent gain government assistance need canadian petroleum association technical director hans maciej see industry cash flow fall another pct dip pct last year maciej say see crude oil supply outweighing demand doesn believe recent opec production accord will continue support price however several company share optimistic industry outlook express majority analyst shell canada lt norcen energy resources ltd forecast improve earning annual report issue week assume oil price remain level industry outlook positive robust texaco canada say annual report oil price strengthen somewhat good reason believe general level sustainable continued volatility likely texaco canada add face short term uncertainty many company pare spending plan last year low level defer frontier exploration work industry become selective investment conservative cautious unexpected canadian petroleum association maciej say federal alberta goverment aid measure help cushion industry downturn improve result significant help come last september federal government lift pct petroleum gas revenue tax pgrt month early plan analyst estimate tax relief will save large oil company billion dlrs end pgrt cut help brake steep profit cash flow decline many oil company prevent exploration spending cut analyst say number company pgrt cut absolutely necessary even maintain kind reduce investment make otherwise reduction considerably maciej say	crude
florida public lt fput split stock div florida public utility co say board declare three two stock split common stock say holder record april will receive one additional share may one two share hold company also say raise dividend common stock two ct ct share pre split basis dividend payable april one holder record march	earn
brenton bank lt brbk rd qtr oper net oper shr ct vs dlrs oper net vs nine mth oper shr dlrs vs dlrs oper net vs note result exclude extraordinary gain net loss carryforward dlrs ct rd qtr dlrs ct rd qtr dlrs ct nine month result include mln dlr gain termination define benefit pension plan	earn
vms mortgage investor l.p . lt vmlpz montly div dist nine ct vs nine ct prior payable may record april one	earn
french firm five pct calif water lt cwtr compagnie generale des eaux lt eaug pa french water waste treatment disposal heating ventilation air conditioning concern say pct stake california water service co filing securities exchange commission compagnie generale say buy california water share total mln dlrs investment purpose say might acquire share company say plan seek control	acq
honeywell lt hon cite cost cutting gain honeywell inc say gain pct first quarter operating earning result cost cutting effort begin last year honeywell report first quarter operating earning rise mln dlrs ct share mln dlrs ct period year ago well operating result company three sector offset high interest cost first quarter due finance december acquisition sperry aerospace sharing federal systems subsidiary pre tax profit honeywell bull inc honeywell say first quarter result show clear benefit restructure chairman edson spencer say business produce well result last year even though see significant improvement external market environment say total order first quarter substantially sharp increase aerospace defense order addition new sperry aerospace group say domestic industrial automation control order modestly high period say order honeywell home building automation control business flat u.s . international market say international order increase great strength europe honeywell say company say year end intend complete repurchase mln share remain five mln share buyback program begin	earn
soo line lt soo sell lake states division soo line corp say agree sell lake state transportation division newly form wisconsin central ltd division conduct rail operation mile railroad minnesota wisconsin michigan illinois soo line say january seek bid property term withhold soo estimate transaction will result one time tax loss mln dlrs	acq
armtek lt arm complete sale assets armtek corp formerly armstrong rubber co complete previously announce sale natchez miss tire plant asset lt condere corp condere say condere form acquire armstrong asset say name dennis terwillger formerly vice president controller armstrong tire division president	acq
robert bruce industry lt bruca st qtr loss qtr end march shr loss dlrs vs loss ct net loss dlrs vs loss dlrs revs mln vs mln avg shrs vs note full name company robert bruce industries inc	earn
canbra food set special five dlr shr payout lt canbra food ltd early report net profit year ago loss say declare special one time dividend five dlrs per common share pay march record march canbra say set special payout allow shareholder participate gain sale unit stafford foods ltd november well company unusually profitable performance canbra early report net earning mln dlrs exclude mln dlr gain stafford sale compare year ago loss mln dlrs	earn
pillsbury co lt psy rd qtr feb net shr ct vs ct net vs sale billion vs billion avg shrs mln vs mln nine mth shr dlrs vs dlrs net vs sale billion vs billion avg shrs mln vs mln note result include gain mln dlrs ct share sale asset result include gain mln dlrs ct share sale asset offset partly restructure provision fiscal result restate give effect adoption financial accounting standard relate pension cost segment datum food restate include result commodity marketing previously report separately earning restate two one stock split effective nov	earn
minorco lt mnrcy see improve second half minorco say expect net earning substantially strong mln dlrs report first half report first half result decline mln dlrs minorco say contribution pct investment december adobe resources corp negative result low oil gas price	earn
general partner willing pay dlrs share gencorp general partner willing pay dlrs share gencorp	acq
oct oct	earn
handleman co lt hdl set quarterly qtly div ct vs ct prior pay april record march	earn
computer horizon lt chrz acquisition computer horizons corp say purchase computerknowledge inc software training education company headquarter dallas term disclose	acq
hughe tool say approve revise term merger baker international hughe tool say approve revise term merger baker international	acq
lindner tell sec talk taft seek control company lindner tell sec talk taft seek control company	acq
dollar fall yen tokyo dollar fall yen hectic early tokyo trading despite aggressive bank japan intervention dealer say opening tokyo low yen dollar fall low yen heavy selling lead security firm institutional investor say	money-fx
market loan pin u.s . trade bill sen david pryor ark say consider amend senate finance committee trade bill provision require marketing loan soybean corn wheat pryor tell future industry association great reluctance among member senate agriculture committee reopen farm bill marketing loan might well chance finance panel arkansas senator say marketing loan effect allow producer pay back crop loan world price lead pct increase u.s . cotton export month pct increase rice export pryor serve senate finance agriculture committee	grain
first union corp first qtr shr ct vs cts first union corp first qtr shr ct vs ct	earn
mitsubishi chemical industries ltd lt mcit year year end january parent shr yen vs div five yen vs net billion vs billion current billion vs billion operating billion vs billion sale billion vs billion note company forecast current year parent div five yen net seven eight billion current billion sale billion	earn
bank boston lt bkb see improve st quarter bank boston corp expect first quarter earning will range ct one dlr share ct share last year chairman william brown say tell shareholder company mln dlr exposure loan brazil country default debt payment default occur first quarter earning five ct share bring bank low level estimate range add brown note first quarter net include ct gain loan restructuring will appear year brown say bank nonperforme asset include brazilian exposure rise mln dlrs end quarter compare mln dlrs year early mln dlrs end say increase include equadorian loan expect will ultimately repay company recover earthquake early year brown say increase also include mexican venezuelan loan nation also face credit problem brown say bank boston remain cautiously optimitic full year even brazilian exposure nonaccural year bank earn dlrs share mln dlrs net interest revenue billion dlrs president ira stepanian tell shareholder meet bank total loan argentina brazil mexico total mln dlrs end pct primary capital brazil loan total mln dlrs two third affect suspension interest payment medium long term foreign debt	earn
american medical international inc lt ami net nd qtr shr profit ct vs loss ct net profit mln vs loss mln revs mln vs mln st half shr profit ct vs loss ct net profit mln vs loss mln rev billion vs billion avg shrs mln vs mln note period end february prior year net period include pretax asset writedown mln dlrs addition reserve mln dlrs prior year net include tax credit mln dlrs quarter mln dlrs half	earn
monfort colorado inc nd qtr shr dlrs vs dlrs monfort colorado inc nd qtr shr dlrs vs dlrs	earn
cfcf inc six mth feb net shr ct vs ct net vs rev mln vs mln	earn
community saving bank lt csbn qtly dividend qtly div six ct vs six ct prior pay april record april	earn
rice supply demand thailand usda u.s . agriculture department detailed rice supply demand mill basis datum thailand world major rice exporter follow mln tonne start stck production import nil nil nil nil dome use export end stock	grain
painewebber group inc lt pwg rd qtr net shr ct vs ct net mln vs mln revs mln vs mln avg shrs vs nine mth shr dlrs vs dlrs net mln vs mln revs billion vs billion avg shrs vs	earn
lt marathon national bank year net shr ct vs ct net vs asset mln vs mln loan mln vs mln deposit mln vs mln	earn
finance minister agree need stability finance minister seven major industrialize nation agree need stabilize currency current level say action need reduce trade imbalance sustain economic growth communique issue four hour meeting u.s . treasury end last night minister say value dollar currency basically correct now welcome new measure plan japanese boost economy west german finance minister gerhard stoltenberg call good meeting brief remark exchange reporter minister seem pleased outcome shortly communique issue just foreign exchange trading open tokyo bank japan intervene prevent yen rise quickly communique say minister governor reaffirm commitment cooperative approach agree recent paris meeting agree however action will essential resist rise protectionist pressure sustain global economic expansion reduce trade imbalance welcome plan set week japan rule liberal democratic party stimulate economy communique term extraordinary urgent measure include unprecedented front end loading public work expenditure meeting call group seven bring together minister central bank governor seven major industrial democracy united states japan west germany france britain italy canada communique say minister reaffirm commitment cooperation reach meeting february paris agree stabilize foreign exchange rate current level week follow dollar continue fall japanese yen despite massive dollar purchase bank japan central bank now trade around postwar low japan come grow criticism united states european country modest effort open market outside competition reduce export communique say japan affirm intention open domestic market foreign good service elaborate say official reaffirm view around current level currency within range broadly consistent economic fundamental basic policy intention outline louvre meeting	money-fx
texas utility co lt txu mth feb net shr dlrs vs dlrs net mln vs mln revs billion vs billion avg shrs mln vs mln	earn
ipco corp lt ihs regular dividend qtly div nine ct vs nine ct prior qtr payable may one record apreil nine	earn
montrose holding acquire virginia federal lt virginia federal savings loan association say sign definitive agreement acquire lt montrose hold co affiliate lt montrose capital corp mln dlrs virginia federal montrose capital say agreement provide conversion virginia federal mutual stock association purchase pct stock mln dlrs montrose accord company virginia federal mln dlrs asset operate branch virginia virginia federal say proceed enable provide increase mortgage lending service enable company compete effectively virginia market company say agreement subject federal home loan bank board approval expect later year additionally company say converted association manage board director consist six current virginia federal director two representative montrose hold senior management virginia federal expect continue office conversion company say	acq
ault inc lt ault rd qtr march one net shr profit eight ct vs loss ct net profit vs loss sale vs nine mth shr profit five ct vs loss ct net profit vs loss sale mln vs	earn
service corp lt srv dump capital southwest stake service corp international say investment capital corp unit sell entire pct stake capital southwest corp lt cswc common stock long hold capital southwest share filing security exchange commission investment capital say sell share capital southwest common stock since september dlrs dlrs share reason give recent sale	acq
old fashion foods inc lt offi rd qtr feb net shr ct vs ct net vs rev vs avg shrs vs nine mth shr ct vs ct net vs rev mln vs mln avg shrs vs	earn
alleghany corp lt declares dividend alleghany corp say board declare stock dividend one share common every share outstanding company dividend company say dividend will distribute april holder record march alleghany say cash will pay lieu fractional share stock	earn
ccx network lt ccxn make acquisition ccx network inc say enter letter intent acquire privately hold lt modern mailers inc affiliate lt anwalt inc dlrs common stock company say modern mailer revenue dlrs year end october provide computer service computer printing lettershop facility	acq
computer associate lt can start bpi lt bpii bid computer associates international inc say start previously announce dlr per share tender offer share bpi systems inc newspaper advertisement company say offer approve bpi board follow merger price condition receipt least share offer withdrawal right expire may unless extend addition share seek tender shareholder bpi share pct agree sell share computer associate tender price	acq
kaufel group ltd kgl rd qtr net shr ct vs ct net vs rev mln vs mln nine mth shr ct vs ct net vs rev mln vs mln avg shrs mln vs mln	earn
gaf lt gaf group reconsiders buyout bid gaf corp say management group lead chairman samuel heyman intend reconsider proposal acquire gaf september group offer dlrs cash dlrs principal amount pct junior subordinated debenture due gaf share heyman gaf mln share outstanding letter committee independent director form consider offer heyman say will modify term offer continue bid due rise interest rate financial market condition heyman say considerable time elapse since original proposal submit credit financial market experience extraordinary almost unprecedented deterioration present time average interest rate financing propose raise connection acquisition increase since original proposal approximately basis point say group intend promptly review available option include revision offer reflect current market condition	acq
knutson mortgage lt knmc see strong second qtr knutson mortgage corp say expect strong earning performance initial fiscal second quarter earning end march since go public september albert holderson knutson chairman say expect earning ct per share quarter result strong mortgage business quarter knutson early declare quarterly dividend ct share versus ct share prior payable april shareholder record march	earn
olson industries inc lt olsn th qtr net oper shr ct vs dlrs oper net vs sale mln vs mln year oper shr dlrs vs ct oper net vs sale mln vs mln avg shrs vs note net exclude tax credit dlrs quarter dlrs year net exclude discontinue operation gain dlrs vs loss dlrs quarter gain dlrs vs loss dlrs year	earn
trace product lt trce merger agreement suspend trace products inc say stock swap merger agreement privately hold central point software suspend indefinitely uncertainty stock market trace product manufacture diskette tape duplication equipment software publisher early agree acquire portland ore base central point mln share common stock	acq
fed add reserve via customer repurchase federal reserve enter u.s . government security market arrange billion dlrs customer repurchase agreement fed spokesman say dealer say federal fund trade pct fed begin temporary indirect supply reserve banking system expect fed supply reserve directly via system repurchase agreement add indirectly two billion dlrs customer repurchase agreement believe fed add reserve need keep upward pressure rate help dollar	money-fx
heritage financial service lt st qtr net shr ct vs ct net vs avg shrs vs note company initial public offering share october	earn
petroleum equipment tool co lt ptco th qtr shr loss ct vs loss ct net loss mln vs loss mln revs mln vs mln year shr loss dlrs vs loss ct net loss mln vs loss mln revs mln vs mln	earn
first granite bancorp inc agree acquire magna group inc stock first granite bancorp inc agree acquire magna group inc stock	acq
audio video affiliate lt ava th qtr jan net shr ct vs ct net vs rev mln vs mln avg shrs mln vs mln mth shr ct vs ct net vs rev mln vs mln avg shrs mln vs mln note full name company audio video affiliate inc	earn
astro med inc lt alot th qtr net shr ct vs nine ct net vs rev vs year shr ct vs ct net vs rev mln vs mln	earn
atlas consolidated mining lt acmb th qtr shr loss ct vs ct net loss mln vs loss mln revs mln vs mln year shr loss ct vs loss dlrs net loss mln vs loss mln revs mln vs mln	earn
energy ventures cinc lt engy th qtr net net profit vs loss revs vs year net profit vs loss revs vs mln	earn
circuit system lt csyi buy board maker circuit systems inc say buy stock ionic industries inc exchange share common follow exchange will share circuit systems stock outstanding ionic holder will pct outstanding stock circuit system say ionic maker circuit board revenue mln dlrs pretax profit dlrs revenue mln pretax profit dlrs circuit system say	acq
schulman inc lt shlm th qtr aug net shr ct vs ct net vs sale mln vs mln year shr dlrs vs dlrs net mln vs mln sale mln vs mln note share adjust february three two split prior year result restate	earn
arkansas well corp lt abz rd qtr net shr dilute ct vs ct net vs rev mln vs mln nine mth shr dilute ct vs dlrs net vs mln revs mln vs mln	earn
energy u.s . petrochemical industry cheap oil feedstock weaken u.s . dollar plant utilization rate approach pct will propel streamlined u.s . petrochemical industry record profit year growth expect least major company executive predict bullish outlook chemical manufacturing industrywide move shed unrelated business prompt gaf corp lt gaf privately hold cain chemical inc firm aggressively seek acquisition petrochemical plant oil company ashland oil inc lt ash kentucky base oil refiner marketer also shop money make petrochemical business buy I see poise threshold golden period say paul oreffice chairman giant dow chemical co lt dow add major plant capacity add around world now whole game bring new product improve old one analyst say chemical industry big customer automobile manufacturer home builder use lot paint plastic expect buy quantity year u.s . petrochemical plant currently operate pct capacity reflect tight supply hike product price pct year say john dosher manage director pace consultants inc houston demand product styrene push profit margin much pct say oreffice speak meeting chemical engineer houston say dow easily top mln dlrs earn last year predict good year history oil price still dlrs barrel chemical export adversely affect strong u.s . dollar dow profit mln dlrs I believe entire chemical industry head record year close oreffice say gaf chairman samuel heyman estimate u.s . chemical industry report pct gain profit last year domestic industry earn total billion dlrs pct leap turn fortune sickly chemical industry bring combination luck planning say pace john dosher dosher say last year fall oil price make feedstock dramatically cheap time american dollar weaken foreign currency helped boost u.s . chemical export also help bring supply demand balance gradual market absorption extra chemical manufacturing capacity create middle eastern oil producer early finally major u.s . chemical manufacturer embark extensive corporate restructuring program mothball inefficient plant trim payroll eliminate unrelated business restructuring touch flurry friendly hostile takeover attempt gaf make unsuccessful attempt acquire union carbide corp lt uk recently offer three billion dlrs borg warner corp lt bor chicago manufacturer plastic chemical another industry powerhouse w.r . grace lt gra divest retailing restaurant fertilizer business raise cash chemical acquisition expert worry chemical industry may head trouble company continue turn back manufacturing staple petrochemical commodity ethylene favor profitable specialty chemical custom design small group buyer company like dupont lt dd monsanto co lt mtc spend past two three year try get commodity chemical business reaction badly market deteriorate dosher say I think will eventually kill margin profitable chemical niche market top chemical executive share concern challenge industry keep getting carry away repeat past mistake gaf heyman caution shift commodity chemical may ill advise specialty business stay special long houston base cain chemical create month sterling investment banking group believe can generate mln dlrs annual sale buck industry trend chairman gordon cain previously lead leverage buyout dupont conoco inc chemical business spend billion dlrs since january buy seven petrochemical plant along texas gulf coast plant produce basic commodity petrochemical building block specialty product kind commodity chemical business will never glamorous high margin business cain say add demand expect grow three pct annually garo armen analyst dean witter reynolds say chemical maker also benefit increase demand plastic price become competitive aluminum wood steel product arman estimate upturn chemical business last long four five year provide u.s . economy continue modest rate growth	crude
tandy corp lt tan st qtr sept net shr ct vs ct net mln vs mln revs mln vs mln avg shrs mln vs mln	earn
willcox gibbs inc lt wg th qtr net shr ct vs ct net mln vs mln revs mln vs mln year shr dlrs vs dlrs net mln vs mln revs mln vs mln note net include extraordinary gain mln dlrs ct per share th qtr mln dlrs year	earn
southeast china crop save heavy rain heavy rain seven month believe save one mln hectare drought threaten crop southeast china official new china news agency say week rain alleviate drought condition guangdong province agency say china warn year harvest will affect drought many area	grain
united artists lt uaci suspend merger talk united artists communications inc lt united cable television corp say indefinitely suspend negotiation propose merger company previously announce company cite combination extraordinary market condition unresolved term merger contribute action	acq
buehler international inc lt bulr th qtr net shr five ct vs ct qtly div two ct vs two ct prior net vs sale mln vs mln year shr ct vs ct net vs sale mln vs mln note net include tax credit dlrs quarter dlrs year net period include dlr pretax inventory writedown dividend pay march record march	earn
gartner group lt gart acquire comtec program gartner group inc say acquire sole ownership comtec market research program gartner say wholly subsidiary purchase interest former partner aggregate price plus percentage net sale proceed future sale certain product prior acquisition gartner group one third comtec partnership say	acq
